smiles,true_label,predicted_probability_class_0,predicted_probability_class_1
O=C(Cc1ccc(F)cc1)Nc1cc(-c2[nH]c(SCc3ccccc3)nc2-c2ccc(F)cc2)ccn1,1,0.17958277,0.8204172
COc1cc(CCC(=O)Nc2cc(-c3[nH]c(SCc4ccccc4)nc3-c3ccc(F)cc3)ccn2)cc(OC)c1OC,1,0.13620007,0.8637999
CC(C)(C#N)c1cccc(-c2ccnc3[nH]ccc23)n1,1,0.16574174,0.83425826
Nc1ncc(-c2ccncc2)cc1/N=C/c1ccnc(NC(=O)C2CC2)c1,1,0.104055226,0.8959448
Cc1ccccc1-n1nnc(C(=O)Nc2ccc3ccccc3n2)c1C,1,0.05774045,0.94225955
CSc1nc(-c2ccc(F)cc2)c(-c2ccnc(NC(=O)C3CC(=O)C3)c2)[nH]1,1,0.08095604,0.91904396
O=C(NC1CCNCC1)c1n[nH]cc1NC(=O)c1c(Cl)cccc1Cl,1,0.045694172,0.9543058
O=C(CNC(=O)c1ccc2noc(-c3ccccc3)c2c1)NCCc1c[nH]c2ccccc12,0,0.065130234,0.93486977
FC(F)(F)CNc1nccc(-c2cnn3ncccc23)n1,0,0.09831035,0.90168965
Cc1nc(-c2ccco2)c(-c2ccnc(NC(=O)C3CC3)c2)[nH]1,1,0.12260783,0.8773922
CC(=O)N[C@@H]1CCC[C@H](C(=O)Nc2cc(-c3cnn4c3CC(C)(C)C4)c(Cl)cn2)C1,1,0.07738626,0.92261374
Nc1ncccc1/N=C/c1ccnc(NC(=O)C2CC2)c1,1,0.036213696,0.9637863
CC(C)S(=O)(=O)c1ccc(-c2cnc(N)c(-c3nnc(-c4ccccc4)o3)n2)cc1,1,0.070423424,0.9295766
O=C(CNC(=O)c1cnc2[nH]cc(-c3ccncc3)c2c1)NCCc1c[nH]c2ccccc12,1,0.055996776,0.9440032
O=C(/C=C/c1cnc2[nH]cc(-c3ccccc3)c2c1)NCc1ccccn1,1,0.06225753,0.9377425
O=C(Nc1cc(-c2[nH]c(CCc3ccccc3)nc2-c2ccc(F)cc2)ccn1)C1CC1,1,0.14165986,0.85834014
Cc1csc(-c2cnc(N)c(/N=C/c3ccnc(NC(=O)C4CC4)c3)c2)c1,1,0.05211711,0.9478829
O=C(Nc1cc(-c2[nH]c(Cc3ccccc3)nc2-c2ccc(F)cc2)ccn1)C1CC1,1,0.054463267,0.94553673
O=C(Nc1cc(-c2[nH]c(-c3ccco3)nc2-c2ccc(F)cc2)ccn1)C1CC1,1,0.08624941,0.9137506
O=c1sn(-c2ccccc2)c(=O)n1CCCl,1,0.14188641,0.8581136
COc1ccc([C@@H]2CC(=O)c3c(O)cc(O[C@@H]4O[C@H](CO[C@@H]5O[C@@H](C)[C@H](O)[C@@H](O)[C@H]5O)[C@@H](O)[C@H](O)[C@H]4O)cc3O2)cc1O,0,0.58538926,0.4146107
O=C1NC(=O)C(c2cn(CCCO)c3ncccc23)=C1c1ccccn1,1,0.03644842,0.9635516
C[C@@H]1O[C@@H](O[C@H]2[C@H](Oc3cc(O)c4c(c3)O[C@H](c3ccc(O)cc3)CC4=O)O[C@H](CO)[C@@H](O)[C@@H]2O)[C@H](O)[C@H](O)[C@H]1O,0,0.55820286,0.44179714
Cc1nc(-c2ccc3c(c2)OCO3)c(-c2ccnc(NC(=O)C3CC3)c2)[nH]1,1,0.108168125,0.8918319
Fc1cccc(CNc2nnc(-c3ccc4c(c3)CCO4)o2)c1,1,0.1086362,0.8913638
O=C(/C=C/c1cnc2[nH]cc(-c3ccccc3)c2c1)NCCc1c[nH]c2ncccc12,1,0.05456513,0.94543487
O=C(/C=C/c1cnc2[nH]cc(-c3ccccc3)c2c1)NCc1ccco1,1,0.08899003,0.91100997
O=C(/C=C/c1cnc2[nH]cc(-c3cccnc3)c2c1)NCc1ccncc1,1,0.077866256,0.92213374
Cc1ccc(C(=O)CC2(O)C(=O)Nc3ccc(Nc4ccco4)cc32)cc1,1,0.083079636,0.91692036
CC(C)S(=O)(=O)c1ccc(-c2cnc(N)c(-c3cc(-c4ccccc4)on3)n2)cc1,1,0.07585269,0.9241473
Nc1ncc(-c2ccncc2)cc1NC(=O)c1ccnc(NC(=O)C2CC2)c1,1,0.22845608,0.7715439
O=C(Nc1cc(-c2[nH]c(SCc3ccccc3)nc2-c2ccc(F)cc2)ccn1)C1CC1,1,0.20186907,0.7981309
Cn1cc(-c2cnc3c(-c4csc(C(=O)NCC(F)(F)F)c4)cnn3c2)cn1,1,0.13296777,0.86703223
Cc1sc(C(=O)N[C@@H]2[C@H](N)CCCC2(F)F)cc1-c1cnn2cc(Cl)cnc12,1,0.06893188,0.9310681
CSc1nc(-c2ccc(F)cc2)c(-c2ccnc(NC(=O)c3ccoc3)c2)[nH]1,1,0.09109092,0.9089091
O=C(/C=C/c1cnc2[nH]cc(-c3ccccc3)c2c1)NCc1ccc2[nH]ccc2c1,1,0.058849275,0.9411507
CCC(CC)CNc1c(C(N)=O)cnc2ccc(-c3ccc(COC)nc3)cc12,0,0.17678863,0.8232114
CSc1nc(-c2ccc(F)cc2)c(-c2ccnc(NC(=O)CN3CCCC3=O)c2)[nH]1,1,0.07379031,0.9262097
Cn1cc(-c2cnc3c(-c4csc(C(=O)N[C@@H]5CCCC[C@@H]5N)c4)cnn3c2)cn1,1,0.17628032,0.8237197
O=C(Nc1cc(-c2[nH]c(-c3ccccc3)nc2-c2ccc(F)cc2)ccn1)C1CC1,1,0.054463267,0.94553673
O=C(NCC(F)(F)F)c1cc(-c2cnn3cc(-c4ccc(OCCN5CCCCC5)cc4)cnc23)cs1,1,0.17443639,0.8255636
O=C(/C=C/c1cnc2[nH]cc(-c3ccccc3)c2c1)NCc1ccc2c(c1)CCO2,1,0.07436782,0.9256322
CSc1nc(-c2ccc(F)cc2)c(-c2ccnc(NC(=O)C3CCC(=O)C3)c2)[nH]1,1,0.09109092,0.9089091
CSc1nc(-c2ccc(F)cc2)c(-c2ccnc(NC(=O)C3CCCC3)c2)[nH]1,1,0.09109092,0.9089091
Cc1nc(C2CCCC2)c(-c2ccnc(NC(=O)C3CC3)c2)[nH]1,1,0.12260783,0.8773922
Cc1nc(-c2cccs2)c(-c2ccnc(NC(=O)C3CC3)c2)[nH]1,1,0.087278605,0.9127214
Cc1csc(-c2cnc(N)c(NC(=O)c3ccnc(NC(=O)C4CC4)c3)c2)c1,1,0.11434376,0.88565624
CCOC(=O)Cn1sc(=O)n(CC(=O)N2CCCCC2)c1=O,1,0.0887925,0.9112075
O=C(/C=C/c1cnc2[nH]cc(-c3ccccc3)c2c1)NCc1cccnc1,1,0.08381784,0.91618216
CC(=O)Nc1cc(-c2[nH]c(SCc3ccccc3)nc2-c2ccc(F)cc2)ccn1,1,0.091212034,0.90878797
CCC(CC)CNc1c(C(N)=O)cnc2ccc(C#N)cc12,1,0.076970935,0.92302907
CCOc1ccn(-c2ccc(F)cc2)c(=O)c1C(=O)Nc1ccc(Oc2ccnc(N)c2Cl)c(F)c1,0,0.5048902,0.49510983
O=c1[nH]cnc2[nH]c(-c3ccnc(/C=C/c4ccc(CN5CCOCC5)cc4)c3)cc12,1,0.05456513,0.94543487
CN(C)CCOc1ccc(/C=C/c2cc(-c3cc4c(=O)[nH]cnc4[nH]3)ccn2)cc1,1,0.05774045,0.94225955
Cn1cnc2ccc(-c3nnc(SCc4cccc(C(F)(F)F)c4)o3)cc21,1,0.096015334,0.90398467
CN1N=C(N)c2cn([C@@H]3O[C@H](COP(=O)(O)O)[C@@H](O)[C@H]3O)c3ncnc1c23,0,0.117180526,0.8828195
Cc1ccc2[nH]nc(C(=O)NCC3CCN(C(=O)Nc4ccccc4)CC3)c2c1,1,0.087536216,0.9124638
COc1cc2c(CNC3CCN(S(C)(=O)=O)CC3)cc3c(c2cc1OC)C(=O)NC3=O,1,0.041106224,0.9588938
O=C(NC1CCS(=O)(=O)C1)c1n[nH]c2ccc(-c3cccc(F)c3F)cc12,1,0.057260215,0.9427398
O=C(NC1CCOC1)c1n[nH]c2ccc(-c3cccc(F)c3F)cc12,1,0.09286964,0.90713036
O=C(NC1CCCOC1)c1n[nH]c2ccc(-c3cccc(F)c3F)cc12,1,0.07285589,0.9271441
O=C(NC1CCOCC1)c1n[nH]c2ccc(-c3cccc(F)c3F)cc12,1,0.07285589,0.9271441
C[C@@H]1C[C@H]1C(=O)N1CCN(c2cnc(C#N)c(-c3cnn(C)c3)n2)C[C@H]1C,0,0.06653398,0.933466
O=C(NCC1CCOC1)c1n[nH]c2ccc(-c3cccc(F)c3F)cc12,1,0.09286964,0.90713036
O=C(NCC1CCCOC1)c1n[nH]c2ccc(-c3cccc(F)c3F)cc12,1,0.07285589,0.9271441
O=C(NCC1CCCO1)c1n[nH]c2ccc(-c3cccc(F)c3F)cc12,1,0.09286964,0.90713036
CCN1CCN(C(=O)Nc2cc(-c3cn(C4CCOCC4)c4cnccc34)ccn2)CC1,0,0.22722304,0.77277696
Cc1cc(Nc2cc(Cl)nc(Oc3ccc([N+](=O)[O-])cc3)n2)n[nH]1,1,0.082846165,0.91715384
C[C@@H]1CN(C(=O)Nc2cc(-c3cn([C@H]4CC[C@@](C)(O)CC4)c4cnccc34)ccn2)C[C@H](C)O1,0,0.21064502,0.789355
Nc1cc(-c2cn(-c3ccccc3)c3cnccc23)ccn1,1,0.31675166,0.68324834
c1cc(-c2cn(C3CCOCC3)c3cnccc23)ccn1,0,0.19159973,0.8084003
O=C(Nc1cc(-c2cn(C3CCOCC3)c3cnccc23)ccn1)NC1CC1,1,0.073670745,0.92632926
Cc1c[nH]c(-c2ncc(NCCNc3ccc(C#N)cc3)nc2-c2ccc(Cl)cc2Cl)n1,1,0.126629,0.873371
CC1(Cn2cc(-c3ccncc3)c3ccncc32)COC1,0,0.16508329,0.8349167
O=C(NC1CCS(=O)(=O)CC1)c1n[nH]c2ccc(-c3cccc(F)c3F)cc12,1,0.073948205,0.9260518
O=C(Nc1cc(-c2cn(-c3ccccc3)c3cnccc23)ccn1)NC1CC1,0,0.05456513,0.94543487
COc1cc2c(CNC3CCN(S(=O)(=O)c4ccc([N+](=O)[O-])cc4)CC3)cc3c(c2cc1OC)C(=O)NC3=O,1,0.09655881,0.9034412
O=C(Nc1cc(-c2cn(-c3ccccc3)c3cnccc23)ccn1)C1CC1,1,0.058849275,0.9411507
FC(F)(F)c1nc2ccccc2n1Cc1nnc(SCc2cn(-c3cccnc3)nn2)o1,1,0.11126143,0.8887386
CC1(C)CN(C(=O)Nc2cc(-c3cn(C4CCOCC4)c4cnccc34)ccn2)C1,0,0.0676806,0.9323194
COc1ccc(CSc2nnc(-c3ccc4[nH]ncc4c3)o2)cc1C(F)(F)F,1,0.09109092,0.9089091
COc1ccc(CSc2nnc(-c3ccc4ncccc4c3)o2)cc1C(F)(F)F,1,0.09299284,0.90700716
Fc1cccc(CCc2nnc(-c3ccc4c(c3)CCO4)o2)c1,1,0.091153264,0.90884674
COc1ccc(CSc2nnc(-c3ccc4occc4c3)o2)cc1C(F)(F)F,1,0.0920158,0.9079842
COc1cc(O)c2c(c1)[C@H]1O[C@@H]1C[C@H](O)[C@H](O)C(=O)/C=C\\C[C@H](C)OC2=O,1,0.18519115,0.81480885
O=C(Nc1cccc(C(F)(F)F)c1)N[C@H]1CO[C@H]2[C@@H]1OC[C@H]2OC(=O)Nc1cccc2ccccc12,0,0.08296049,0.9170395
COc1ccc(CC(=O)Nc2cc([C@@H]3CC[C@H](OC(=O)N[C@H]4CC[C@H](O)CC4)C3)[nH]n2)cn1,1,0.0699895,0.9300105
O=C(c1cccnc1)N1C[C@@H](F)[C@@H](OCc2nc3cc(C(F)(F)F)ccc3[nH]2)C1,0,0.09109092,0.9089091
COc1nc(-c2ccnc(NC(=O)C3CC3)c2)sc1C(=O)NCCCNC(=O)COc1cccc2c1C(=O)N(C1CCC(=O)NC1=O)C2=O,1,0.23908627,0.7609137
CNC(=O)c1sc(-c2ccnc(NC(=O)C3CC3)c2)nc1OCCCCCCCCn1cc(COc2cccc3c2C(=O)N(C2CCC(=O)NC2=O)C3=O)nn1,1,0.193295,0.806705
COc1ccc2nc(CO[C@H]3CN(Cc4ccnc5ccccc45)C[C@H]3F)[nH]c2c1,0,0.08282572,0.9171743
NC(=O)c1sc(-c2ccnc(NC(=O)C3CC3)c2)nc1OCCC1CCN(Cc2ccccn2)CC1,1,0.09205407,0.90794593
CNC(=O)c1sc(-c2ccnc(NC(=O)CNCCNc3c4c(nc5ccccc35)CCCC4)c2)nc1OCC1CCC1,1,0.060058355,0.93994164
CNC(=O)c1sc(-c2ccnc(NC(=O)C3CC3)c2)nc1OCCCCCCCCCCOc1cccc2c1C(=O)N(C1CCC(=O)NC1=O)C2=O,1,0.193295,0.806705
COC(=O)c1ccc2c(c1)nc1n2[C@@H](CNC(=O)Nc2ccccc2)COC1,0,0.07189,0.92811
O=C(Nc1cccc(C(F)(F)F)c1)O[C@@H]1CO[C@H]2[C@@H]1OC[C@@H]2Nc1nccc(-c2ccc3c(c2)OCO3)n1,1,0.06387055,0.93612945
CNC(=O)c1sc(-c2ccnc(NC(=O)C3CC3)c2)nc1OCCCCCCCCCCCCOc1cccc2c1C(=O)N(C1CCC(=O)NC1=O)C2=O,1,0.17673212,0.8232679
CNC(=O)c1sc(-c2ccnc(NC(=O)C3CC3)c2)nc1OC1CCN(Cc2ccccc2)CC1,1,0.106172025,0.893828
O=C(Nc1cccc(C(F)(F)F)c1)N[C@H]1CO[C@H]2[C@@H]1OC[C@@H]2n1nnnc1-c1cccc(CN2CCCC2)c1,0,0.1622001,0.8377999
O=C(NCCCNc1c2c(nc3ccccc13)CCCC2)c1sc(-c2ccnc(NC(=O)C3CCC3)c2)nc1OCC1CC1,1,0.11462796,0.88537204
CCNC(=O)N[C@H]1CO[C@H]2[C@@H]1OC[C@@H]2Nc1nccc(-c2ccc(OC)cc2)n1,1,0.04788041,0.9521196
CNC(=O)c1sc(-c2ccnc(NC(=O)CNCCCCNc3c4c(nc5ccccc35)CCCC4)c2)nc1OCC1CC1,1,0.060058355,0.93994164
Cc1ncc(CC(=O)Nc2cc([C@H]3CC[C@@H](OC(=O)N4C[C@@H](C#N)[C@@H]4C)C3)[nH]n2)s1,1,0.14359069,0.8564093
CC(=O)Nc1cc(-c2nc(OCC3CC3)c(C(=O)NCCCNc3c4c(nc5ccccc35)CCCC4)s2)ccn1,1,0.11462796,0.88537204
CNC(=O)c1sc(-c2ccnc(NC(=O)C3CC3)c2)nc1OCCCCCCCCOc1cccc2c1C(=O)N(C1CCC(=O)NC1=O)C2=O,1,0.193295,0.806705
Cc1nn(-c2ccccc2[N+](=O)[O-])c(C)c1[C@@H]1C=C[C@@H](NC(=O)Nc2cccc(C#N)c2)C1,0,0.094268024,0.905732
O=C(Nc1cccc(C(F)(F)F)c1)N[C@H]1CO[C@H]2[C@@H]1OC[C@@H]2OC(=O)Nc1ccc(Oc2ccccc2)cc1,0,0.082321644,0.91767836
CNC(=O)c1sc(-c2ccnc(NC(=O)C3CC3)c2)nc1OCCCCCCOc1cccc2c1C(=O)N(C1CCC(=O)NC1=O)C2=O,1,0.193295,0.806705
CCC(CO)CNC(=O)O[C@@H]1CC[C@H](c2cc(NC(=O)Cc3ccc(OC)nc3)n[nH]2)C1,1,0.053824663,0.94617534
CNC(=O)c1sc(-c2ccnc(NC(=O)C3CC3)c2)nc1OCCOCCOCCOCCOc1cccc2c1C(=O)N(C1CCC(=O)NC1=O)C2=O,1,0.19809383,0.80190617
Cc1cc2nc(CO[C@H]3CN(Cc4cccnc4)C[C@H]3F)[nH]c2cc1C,0,0.099497855,0.90050215
O=C(c1ccncc1)N1C[C@@H](F)[C@@H](OCc2nc3ccc(F)cc3[nH]2)C1,0,0.124868214,0.8751318
Cn1c(CO[C@H]2CN(Cc3c[nH]c4ccccc34)C[C@H]2F)nc2ccccc21,0,0.28245962,0.7175404
CNC(=O)c1sc(-c2ccnc(NC(=O)C3CC3)c2)nc1OCCCC#Cc1cccc2c1CN(C1CCC(=O)NC1=O)C2=O,1,0.0879159,0.9120841
O=C1NCCC12CCN(c1c(Cl)cncc1-c1cc3ccccc3o1)CC2,1,0.12475419,0.8752458
CNC(=O)c1sc(-c2ccnc(NC(=O)C3CC3)c2)nc1OCCOCc1cn(-c2c3c(nc4ccccc24)CCCC3)nn1,1,0.063920915,0.9360791
O=C(Nc1cccc2ccccc12)O[C@@H]1CO[C@H]2[C@@H]1OC[C@@H]2NC(=S)Nc1ccc(Cl)cc1,0,0.12313539,0.8768646
Cn1cccc1C(=O)N1C[C@H](NC(=O)Nc2ccc(F)cc2F)C[C@@H]1C(=O)N[C@H](Cc1c[nH]c2ccccc12)C(N)=O,0,0.17320031,0.8267997
C[C@H]1C[C@@H](c2ccncc2NC(=O)c2nc(-c3ncccc3F)ccc2N)C[C@@H](O)[C@]1(C)O,1,0.025734544,0.97426546
O=C(NCCCNc1c2c(nc3ccccc13)CCCC2)c1sc(-c2ccnc(NC(=O)C3CC3)c2)nc1OCC1CC1,1,0.11462796,0.88537204
CNC(=O)c1sc(-c2ccnc(NC(=O)C3CC3)c2)nc1OCCOCCOCCOc1cccc2c1C(=O)N(C1CCC(=O)NC1=O)C2=O,1,0.20976216,0.79023784
CSc1cccc(NC(=O)NC2C[C@@H]3CCCN2CC3CN(C)c2ccccc2)c1,0,0.22203535,0.77796465
CN1CC=C(c2c(O)cc(O)c3c(=O)cc(-c4ccc(Sc5nc(-c6ccccc6)c[nH]5)cc4)oc23)CC1,1,0.15859717,0.8414028
CNC(=O)c1sc(-c2ccnc(NC(=O)C3CC3)c2)nc1OCCCC#Cc1ccc2c(c1)C(=O)N(C1CCC(=O)NC1=O)C2=O,1,0.24388754,0.75611246
COc1nc(-c2ccnc(NC(=O)C3CC3)c2)sc1C(=O)NCCCCCCNC(=O)COc1cccc2c1C(=O)N(C1CCC(=O)NC1=O)C2=O,1,0.25396997,0.74603003
COc1nc(-c2ccnc(NC(=O)C3CC3)c2)sc1C(=O)NCCCCNC(=O)COc1cccc2c1C(=O)N(C1CCC(=O)NC1=O)C2=O,1,0.20976216,0.79023784
CNC(=O)c1sc(-c2ccnc(NC(=O)C3CC3)c2)nc1OCCOCCOCCOCCOCCOc1cccc2c1C(=O)N(C1CCC(=O)NC1=O)C2=O,1,0.18992859,0.8100714
O=C(Nc1cccc2ccccc12)N[C@H]1CO[C@H]2[C@@H]1OC[C@H]2OC(=O)Nc1ccccc1,0,0.04884684,0.95115316
O=C1NCCC12CCN(c1c(Cl)cncc1-c1cc3ccccc3s1)CC2,1,0.14700717,0.85299283
O=C(Nc1cccc(C(F)(F)F)c1)N[C@H]1CO[C@H]2[C@@H]1OC[C@@H]2Nc1nccc(-c2ccco2)n1,1,0.049443483,0.9505565
CNC(=O)c1sc(-c2ccnc(NC(=O)C3CC3)c2)nc1OCCOCCOCCn1cc(COc2cccc3c2C(=O)N(C2CCC(=O)NC2=O)C3=O)nn1,1,0.20976216,0.79023784
C[C@H](CO)n1cnnc1-c1cccc(NC(=O)Nc2cc3ccccn3n2)n1,1,0.06444138,0.9355586
CNC(=O)c1sc(-c2ccnc(NC(=O)C3CC3)c2)nc1OCCOCCOCCOCCn1cc(COc2cccc3c2C(=O)N(C2CCC(=O)NC2=O)C3=O)nn1,1,0.20976216,0.79023784
CNC(=O)c1sc(-c2ccnc(NC(=O)CNCCCCCCCCNc3c4c(nc5ccccc35)CCCC4)c2)nc1OCC1CC1,1,0.0941717,0.9058283
CNC(=O)c1sc(-c2ccnc(NC(=O)CNCCCCCCNc3c4c(nc5ccccc35)CCCC4)c2)nc1OCC1CC1,1,0.0941717,0.9058283
CCCn1cnc(C2C=C(C3=C(c4noc5ccccc45)C(=O)NC3=O)c3ccccc32)c1,1,0.15279627,0.84720373
O=C(Nc1cccc(Cl)c1)Nc1ncc(CCNc2ncnc3ccsc23)s1,0,0.08526766,0.91473234
Cc1nc(N)sc1-c1ccnc(Nc2ccc(N3CCOCC3)cc2)n1,0,0.1670962,0.8329038
Cc1cc(Nc2cc(N3CCN(C)CC3)nc(/C=C/c3ccccc3)n2)n[nH]1,0,0.061460495,0.9385395
COc1cc(Nc2ncc3c(n2)-c2ccc(Cl)cc2C(c2c(F)cccc2OC)=NC3)ccc1C(=O)O,0,0.6645272,0.33547282
COCC(=O)NC/C=C/c1ccc2ncnc(Nc3ccc(Oc4ccc(C)nc4)c(C)c3)c2c1,0,0.3885486,0.6114514
Cn1cc(C2=C(c3coc4ccc(F)cc34)C(=O)NC2=O)c2cc3c(cc21)OCO3,1,0.08628559,0.9137144
CC1=C(O)/C(=C/[C@H](C)CCC/C(C)=C/CCc2coc(Cc3ccoc3)c2)OC1=O,1,0.15375692,0.8462431
CC1=C(O)/C(=C/[C@H](C)CC/C=C(/C)CCCc2coc(Cc3ccoc3)c2)OC1=O,1,0.15375692,0.8462431
O=C(Nc1nccc2c1[nH]c1cc(-c3ccccc3)ccc12)C1CC1,1,0.06705612,0.9329439
Cn1cc(C2=C(c3coc4ccc(F)cc34)C(=O)NC2=O)c2cc(C#CC3CC3)ccc21,1,0.18256265,0.81743735
CC(=O)Nc1ccc(Sc2nc(Nc3cc(C)n[nH]3)c3ccccc3n2)cc1,1,0.06783682,0.9321632
O=C(NCCC1CCN(Cc2cccc(Cl)c2)CC1)c1cncc(NC(=O)c2cccc(NC(=O)C3CC3)c2)c1,1,0.36875343,0.63124657
O=C(Nc1cccc(OCC2CCN(Cc3ccccc3)CC2)c1)c1ccnc(NC(=O)C2CC2)c1,1,0.52077484,0.4792252
O=C(Nc1cncc(OC2CCN(Cc3ccccc3)CC2)c1)c1ccnc(NC(=O)C2CC2)c1,1,0.18237853,0.81762147
CC(C)c1c2cc(-c3ccnc(Nc4ccc5c(N6CCN(C)CC6)ccnc5c4)n3)ccc2nn1C,1,0.09388977,0.9061102
Fc1ccc(-c2nn3ccccc3c2-c2ccncc2)cc1,1,0.2816996,0.7183004
OC1(c2ccccc2)CSC(=S)N1Cc1ccncc1,1,0.25681186,0.74318814
COc1ccc2c(c1)[nH]c1cnc(NC(=O)C3CC3)cc12,1,0.14067698,0.859323
CC(=O)Nc1cc(C(=O)Nc2cncc(OCC3CCN(Cc4ccc(F)cc4)CC3)c2)ccn1,1,0.18668652,0.8133135
Cn1cc(-n2cnc3c(NCc4nc5cc(Cl)c(Cl)cc5[nH]4)nc(N4CCOCC4)nc32)cn1,1,0.08278513,0.9172149
O=C(Nc1cncc(OCC2CCN(Cc3ccccc3)CC2)c1)c1ccnc2[nH]ccc12,1,0.17351371,0.8264863
Cc1ncc(-c2ccnc(Nc3ccc(S(C)(=O)=O)cc3)n2)n1C(C)C,1,0.067620635,0.93237936
Cn1cc(C2=C(c3coc4cc(OCC5CCC5)ccc34)C(=O)NC2=O)c2cc(F)c(Cl)cc21,1,0.25671124,0.74328876
COc1cccc2c(C3=C(c4cn(C)c5cc(-c6ccc(Cl)cc6)c(F)cc45)C(=O)NC3=O)coc12,1,0.16562092,0.8343791
COc1ccc(COc2ccc3c(C4=C(c5cn(C)c6ccc(Br)cc56)C(=O)NC4=O)coc3c2)cc1,1,0.11969018,0.8803098
Cn1cc(C2=C(c3coc4cc(OCC5CC5)ccc34)C(=O)NC2=O)c2cc(F)c(Cl)cc21,1,0.25760573,0.74239427
Cn1cc(C2=C(c3coc4ccccc34)C(=O)NC2=O)c2cc(C3CC3)ccc21,1,0.07038671,0.9296133
COc1cc2c(Oc3ccc4[nH]c(C)cc4c3F)ncnc2cc1OCCCN1CCCC1,0,0.13699973,0.8630003
Cn1cc(C2=C(c3coc4cc(F)c(F)cc34)C(=O)NC2=O)c2ccc3ccccc3c21,1,0.12978548,0.8702145
CN1CCN(CCO/N=C2C(=C3/C(=O)Nc4cc(Br)ccc43)/Nc3ccccc3/2)CC1.Cl,1,0.095780015,0.90422
FC(F)(F)c1cccc(-c2nnc3ccc(NC4CCNCC4)nn23)c1,1,0.05689168,0.9431083
CCn1c(-c2nonc2N)nc2c(C#CC(C)(C)O)ncc(OC[C@H]3CCCNC3)c21,1,0.044244587,0.9557554
O[C@H]1CC[C@H](Nc2ccc3nnc(-c4cccc(C(F)(F)F)c4)n3n2)CC1,1,0.053432524,0.9465675
COc1cc(NCCCN)c2nccc(C)c2c1Oc1cccc(C(F)(F)F)c1,1,0.4685259,0.5314741
Fc1ccc(-c2ccc3c(-c4ccnc(NC5CC5)n4)cnn3n2)cc1,0,0.05376029,0.9462397
O=C(Nc1c[nH]nc1-c1nc2ccc(CN3CCOCC3)cc2[nH]1)NC1CC1,1,0.060565293,0.9394347
c1cc(-c2cnn3nc(N4CCOCC4)ccc23)nc(NC2CC2)n1,0,0.051556826,0.9484432
COc1ccc2c(OCc3nnc4ccc(-c5ccccc5)nn34)ccnc2c1,0,0.05456513,0.94543487
c1cc(-c2cnn3nc(NC4CCCC4)ccc23)nc(NC2CC2)n1,0,0.06677824,0.93322176
c1cc(-c2cnn3nc(N4CCCC4)ccc23)nc(NC2CC2)n1,0,0.0840891,0.9159109
c1cc(Nc2nccc(-c3cnn4ncccc34)n2)cc(-c2cocn2)c1,1,0.05909598,0.940904
CC(C)(C)c1cc(NC(=O)Nc2ccc(Cl)cc2)n(-c2cccc(N)c2)n1,0,0.11104864,0.88895136
COc1ccc(CSc2nnc(-c3ccc4ncsc4c3)o2)cc1C(F)(F)F,1,0.109636545,0.89036345
Cc1cc(-c2cc(-c3ccccc3)[nH]c(=O)n2)ccc1O,1,0.43427205,0.56572795
COC(=O)c1ccc2c(c1)NC(=O)/C2=C(\\Nc1ccc(N(C)C(=O)CN2CCN(C)CC2)cc1)c1ccccc1,1,0.13251692,0.8674831
c1csc(-c2ccc3c(-c4ccnc(NC5CC5)n4)cnn3n2)c1,0,0.09343505,0.90656495
Cc1cnc(Nc2ccnn2C)nc1-c1cc2n(c1)C(=O)N([C@H](CO)c1cccc(Cl)c1)C2,1,0.19268477,0.80731523
COc1ccc(-c2c[nH]c3c2-n2cccc2C3=O)cc1OCc1ccccc1,0,0.11570799,0.884292
CN(c1ncnc2[nH]c3cc(-c4ccco4)ccc3c12)C1CCCN(CCC#N)C1,1,0.07199204,0.92800796
O[C@H]1CC[C@H](c2n[nH]cc2-c2ccnc(NC3CCCC3)n2)CC1,1,0.08110309,0.9188969
Cn1c(NCCCCCNc2c3c(nc4ccccc24)CCCC3)nc(-c2ccncc2)cc1=O,1,0.4822321,0.5177679
C=CC(=O)N1C(=O)CC(C)Sc2ccccc21,0,0.4379406,0.5620594
COc1cc(/C=C2\\S/C(=N/c3ccc(C)c(C)c3)NC2=O)ccc1OCc1ccc2ccccc2c1,1,0.19259667,0.8074033
C=CC(=O)N1C(=O)CC(c2ccc(-c3ccccc3)cc2)Sc2ccccc21,1,0.7969024,0.20309761
Cn1c(NCCCCNc2c3c(nc4ccccc24)CCCC3)nc(-c2ccncc2)cc1=O,1,0.25963014,0.74036986
CN(c1ncnc2[nH]c3cc(-c4ccccc4)ccc3c12)C1CCCN(CCC#N)C1,1,0.07199204,0.92800796
Cn1c(NCCNc2c3c(nc4ccccc24)CCCC3)nc(-c2ccncn2)cc1=O,1,0.18016607,0.81983393
Clc1ccc(CNc2nccc(-c3cnn4ncccc34)n2)cc1,1,0.055220008,0.94478
Fc1cccc(SCc2nnc(-c3ccc4c(c3)CCO4)o2)c1,1,0.11597425,0.88402575
COc1ccc(CSc2nnc(C3=CC=C4NC=CN4C3)o2)cc1C(F)(F)F,1,0.09109092,0.9089091
CC[C@@H]1C(=O)N(C)c2cnc(Nc3ccc(C(=O)NC4CCN(C)CC4)cc3OC)nc2N1C1CCCC1,0,0.16437322,0.8356268
