comp_id,bioactivity,data_split,smiles,comp_id_FAIL
THIODIGLYCOL,0,train,OCCSCCO,comp558
PAROMOMYCIN SULFATE,0,train,NCC1OC(OC2C(CO)OC(OC3C(O)C(N)CC(N)C3OC3OC(CO)C(O)C(O)C3N)C2O)C(N)C(O)C1O.O=S(=O)(O)O,comp559
NORGESTIMATE,0,train,C#CC1(OC(C)=O)CCC2C3CCC4=CC(=NO)CCC4C3CCC21CC,comp560
GLYCOCHOLIC ACID,0,train,CC(CCC(=O)NCC(=O)O)C1CCC2C3C(O)CC4CC(O)CCC4(C)C3CC(O)C12C,comp561
OXINIACIC ACID,0,train,O=C(O)c1ccc[n+]([O-])c1,comp562
KARANJIN,0,train,COc1c(-c2ccccc2)oc2c(ccc3ccoc32)c1=O,comp563
ATAZANAVIR SULFATE,0,train,COC(=O)NC(C(=O)NC(Cc1ccccc1)C(O)CN(Cc1ccc(-c2ccccn2)cc1)NC(=O)C(NC(=O)OC)C(C)(C)C)C(C)(C)C.O=S(=O)(O)O,comp564
"trans,trans-FARNESOL",0,train,CC(C)=CCCC(C)=CCCC(C)=CCO,comp565
NICOPHOLINE,0,train,O=C(c1cccnc1)N1CCOCC1,comp566
"2',4'-DIHYDROXYCHALCONE",0,train,O=C(C=Cc1ccccc1)c1ccc(O)cc1O,comp567
ETHYL EVERNINATE,0,train,CCOC(=O)c1c(C)cc(OC)cc1O,comp568
PINDOLOL,0,train,CC(C)NCC(O)COc1cccc2[nH]ccc12,comp569
AMPROLIUM,0,train,CCCc1ncc(C[n+]2ccccc2C)c(N)n1.[Cl-],comp570
DJENKOLIC ACID,0,train,NC(CSCSCC(N)C(=O)O)C(=O)O,comp571
TIOCONAZOLE,0,train,Clc1ccc(C(Cn2ccnc2)OCc2ccsc2Cl)c(Cl)c1,comp572
ANAGRELIDE HYDROCHLORIDE,0,train,Cl.O=C1CN2Cc3c(ccc(Cl)c3Cl)N=C2N1,comp573
EUPHOL,0,train,CC(C)=CCCC(C)C1CCC2(C)C3=C(CCC12C)C1(C)CCC(O)C(C)(C)C1CC3,comp574
HETEROPEUCENIN METHYL ETHER,0,test,COc1cc(O)c2c(=O)cc(C)oc2c1CC=C(C)C,comp575
DIBUTYL SUBERATE,0,train,CCCCOC(=O)CCCCCCC(=O)OCCCC,comp576
INDOMETHACIN,0,train,COc1ccc2c(c1)c(CC(=O)O)c(C)n2C(=O)c1ccc(Cl)cc1,comp577
BRIVUDINE,0,train,O=c1[nH]c(=O)n(C2CC(O)C(CO)O2)cc1C=CBr,comp578
CHLORALOSE,0,train,OCC(O)C1OC2OC(C(Cl)(Cl)Cl)OC2C1O,comp579
AMIODARONE HYDROCHLORIDE,0,train,CCCCc1oc2ccccc2c1C(=O)c1cc(I)c(OCCN(CC)CC)c(I)c1.Cl,comp580
CLEMIZOLE HYDROCHLORIDE,0,train,Cl.Clc1ccc(Cn2c(CN3CCCC3)nc3ccccc32)cc1,comp581
DIHYDROCARYOPHYLLEN-5-ONE,0,train,C=C1CCC(=O)C(C)CCC2C1CC2(C)C,comp582
ROSIGLITAZONE MALEATE,0,test,CN(CCOc1ccc(CC2SC(=O)NC2=O)cc1)c1ccccn1.O=C(O)C=CC(=O)O,comp583
HARMALINE,0,train,COc1ccc2c3c([nH]c2c1)C(C)=NCC3,comp584
RIVASTIGMINE TARTRATE,0,train,CCN(C)C(=O)Oc1cccc(C(C)N(C)C)c1.O=C(O)C(O)C(O)C(=O)O,comp585
LINAGLIPTIN,0,train,CC#CCN1C(N2CCCC(N)C2)=NC2C1C(=O)N(Cc1nc(C)c3ccccc3n1)C(=O)N2C,comp586
ASIATICOSIDE,0,train,CC1CCC2(C(=O)OC3OC(COC4OC(CO)C(OC5OC(C)C(O)C(O)C5O)C(O)C4O)C(O)C(O)C3O)CCC3(C)C(=CCC4C5(C)CC(O)C(O)C(C)(CO)C5CCC43C)C2C1C,comp587
ISOLEUCINE (L),0,test,CCC(C)C(N)C(=O)O,comp588
NITHIAMIDE,0,train,CC(=O)Nc1ncc([N+](=O)[O-])s1,comp589
EMODIN,0,train,Cc1cc(O)c2c(c1)C(=O)c1cc(O)cc(O)c1C2=O,comp590
CARZENIDE,0,train,NS(=O)(=O)c1ccc(C(=O)O)cc1,comp591
SARSASAPOGENIN,0,train,CC1CCC2(OC1)OC1CC3C4CCC5CC(O)CCC5(C)C4CCC3(C)C1C2C,comp592
HOMATROPINE METHYLBROMIDE,0,train,C[N+]1(C)C2CCC1CC(OC(=O)C(O)c1ccccc1)C2.[Br-],comp593
GRISEOFULVIC ACID,0,train,COc1cc(OC)c2c(c1Cl)OC1(C2=O)C(O)=CC(=O)CC1C,comp594
DESACETYLCOLFORSIN,0,train,C=CC1(C)CC(=O)C2(O)C(C)(O1)C(O)C(O)C1C(C)(C)CCC(O)C12C,comp595
NIMESULIDE,0,train,CS(=O)(=O)Nc1ccc([N+](=O)[O-])cc1Oc1ccccc1,comp596
11(12)-EPOXY-URSOLOLACTONE ACETATE,0,train,CC(=O)OC1CCC2(C)C(CCC3(C)C2C2OC2C24OC(=O)C5(CCC(C)C(C)C52)CCC34C)C1(C)C,comp597
NITROMIDE,0,train,NC(=O)c1cc([N+](=O)[O-])cc([N+](=O)[O-])c1,comp598
PICROTIN,0,train,CC(C)(O)C1C2OC(=O)C1C1(O)CC3OC34C(=O)OC2C14C,comp599
BUTYLATED HYDROXYANISOLE,0,train,COc1ccc(O)c(C(C)(C)C)c1,comp600
ETHENZAMIDE,0,train,CCOc1ccccc1C(N)=O,comp601
3-beta-ACETOXYALLOPREG-16-EN-20-ONE,0,train,CC(=O)OC1CCC2(C)C(CCC3C4CC=C(C(C)=O)C4(C)CCC32)C1,comp602
4-ACETOXYPHENOL,0,train,CC(=O)Oc1ccc(O)cc1,comp603
N-METHYLBENZYLAMINE HYDROCHLORIDE,0,test,CNCc1ccccc1.Cl,comp604
SOTALOL HYDROCHLORIDE,0,train,CC(C)NCC(O)c1ccc(NS(C)(=O)=O)cc1.Cl,comp605
KETANSERIN,0,train,O=C(c1ccc(F)cc1)C1CCN(CCn2c(=O)[nH]c3ccccc3c2=O)CC1,comp606
CYSTAMINE DIHYDROCHLORIDE,0,validation,Cl.Cl.NCCSSCCN,comp607
BROMPERIDOL,0,train,O=C(CCCN1CCC(O)(c2ccc(Br)cc2)CC1)c1ccc(F)cc1,comp608
PHENOLSULFONPHTHALEIN,0,test,O=S1(=O)OC(c2ccc(O)cc2)(c2ccc(O)cc2)c2ccccc21,comp609
MYCOPHENOLATE MOFETIL,0,train,COc1c(C)c2c(c(O)c1CC=C(C)CCC(=O)OCCN1CCOCC1)C(=O)OC2,comp610
CANTHARIDIN,0,train,CC12C(=O)OC(=O)C1(C)C1CCC2O1,comp611
EDARAVONE,0,test,CC1=NN(c2ccccc2)C(=O)C1,comp612
PROPAFENONE HYDROCHLORIDE,0,train,CCCNCC(O)COc1ccccc1C(=O)CCc1ccccc1.Cl,comp613
DIIODOTYROSINE DIHYDRATE,0,train,NC(Cc1cc(I)c(O)c(I)c1)C(=O)O.O.O,comp614
LIMONIN,0,train,CC1(C)OC2CC(=O)OCC23C1CC(=O)C1(C)C3CCC2(C)C(c3ccoc3)OC(=O)C3OC321,comp615
OLANZAPINE,0,train,Cc1cc2c(s1)Nc1ccccc1N=C2N1CCN(C)CC1,comp616
GUAIACOL,0,train,COc1ccccc1O,comp617
MELIBIOSE,0,train,OCC1OC(OCC2OC(O)C(O)C(O)C2O)C(O)C(O)C1O,comp618
AMLODIPINE BESYLATE,0,train,CCOC(=O)C1=C(COCCN)NC(C)=C(C(=O)OC)C1c1ccccc1Cl.O=S(=O)(O)c1ccccc1,comp619
BETULINIC ACID,0,train,C=C(C)C1CCC2(C(=O)O)CCC3(C)C(CCC4C5(C)CCC(O)C(C)(C)C5CCC43C)C12,comp620
BEPHENIUM HYDROXYNAPTHOATE,0,train,C[N+](C)(CCOc1ccccc1)Cc1ccccc1.O=C([O-])c1cc2ccccc2cc1O,comp621
SINENSETIN,0,test,COc1ccc(-c2cc(=O)c3c(OC)c(OC)c(OC)cc3o2)cc1OC,comp622
MENTHONE,0,train,CC1CCC(C(C)C)C(=O)C1,comp623
GEFITINIB,0,train,COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1OCCCN1CCOCC1,comp624
BIOCHANIN A DIACETATE,0,test,COc1ccc(-c2coc3cc(OC(C)=O)cc(OC(C)=O)c3c2=O)cc1,comp625
DEHYDROVARIABILIN,0,train,COc1ccc2c(c1)OCc1c-2oc2cc(OC)ccc12,comp626
MEBHYDROLIN,0,train,CN1CCc2c(c3ccccc3n2Cc2ccccc2)C1,comp627
MEPHENYTOIN,0,train,CCC1(c2ccccc2)NC(=O)N(C)C1=O,comp628
PROCYCLIDINE HYDROCHLORIDE,0,test,Cl.OC(CCN1CCCC1)(c1ccccc1)C1CCCCC1,comp629
4-HYDROXYCHALCONE,0,train,O=C(C=Cc1ccc(O)cc1)c1ccccc1,comp630
PICEID,0,train,OCC1OC(Oc2cc(O)cc(C=Cc3ccc(O)cc3)c2)C(O)C(O)C1O,comp631
BENZYL BENZOATE,0,train,O=C(OCc1ccccc1)c1ccccc1,comp632
"QUERCETIN 5,7,3',4'-TETRAMETHYL ETHER",0,train,COc1cc(OC)c2c(=O)c(O)c(-c3ccc(OC)c(OC)c3)oc2c1,comp633
ZONISAMIDE,0,train,NS(=O)(=O)Cc1noc2ccccc12,comp634
DIOXYBENZONE,0,test,COc1ccc(C(=O)c2ccccc2O)c(O)c1,comp635
SPERMIDINE TRIHYDROCHLORIDE,0,train,Cl.Cl.Cl.NCCCCNCCCN,comp636
VINBLASTINE SULFATE,0,train,CCC1(O)CC2CN(CCc3c([nH]c4ccccc34)C(C(=O)OC)(c3cc4c(cc3OC)N(C)C3C(O)(C(=O)OC)C(OC(C)=O)C5(CC)C=CCN6CCC43C65)C2)C1.O=S(=O)(O)O,comp637
CHOLECALCIFEROL,0,train,C=C1CCC(O)CC1=CC=C1CCCC2(C)C1CCC2C(C)CCCC(C)C,comp638
URAPIDIL HYDROCHLORIDE,0,test,COc1ccccc1N1CCN(CCCNc2cc(=O)n(C)c(=O)n2C)CC1.Cl,comp639
TACROLIMUS,0,validation,C=CCC1C=C(C)CC(C)CC(OC)C2OC(O)(C(=O)C(=O)N3CCCCC3C(=O)OC(C(C)=CC3CCC(O)C(OC)C3)C(C)C(O)CC1=O)C(C)CC2OC,comp640
GLYCOPYRROLATE,0,train,C[N+]1(C)CCC(OC(=O)C(O)(c2ccccc2)C2CCCC2)C1.[Br-],comp641
BETAMETHASONE,0,train,CC1CC2C3CCC4=CC(=O)C=CC4(C)C3(F)C(O)CC2(C)C1(O)C(=O)CO,comp642
TANGERITIN,0,train,COc1ccc(-c2cc(=O)c3c(OC)c(OC)c(OC)c(OC)c3o2)cc1,comp643
DIOSGENIN,0,train,CC1CCC2(OC1)OC1CC3C4CC=C5CC(O)CCC5(C)C4CCC3(C)C1C2C,comp644
CARNOSINE,0,train,NCCC(=O)NC(Cc1c[nH]cn1)C(=O)O,comp645
DEXIBUPROFEN,0,train,CC(C)Cc1ccc(C(C)C(=O)O)cc1,comp646
CLOPERASTINE HYDROCHLORIDE,0,train,Cl.Clc1ccc(C(OCCN2CCCCC2)c2ccccc2)cc1,comp647
LEVOMENTHOL,0,train,CC1CCC(C(C)C)C(O)C1,comp648
EUPARIN,0,train,C=C(C)c1cc2cc(C(C)=O)c(O)cc2o1,comp649
1-MONOPALMITIN,0,train,CCCCCCCCCCCCCCCC(=O)OCC(O)CO,comp650
OXYBENZONE,0,train,COc1ccc(C(=O)c2ccccc2)c(O)c1,comp651
TRIGONELLINE,0,validation,C[n+]1cccc(C(=O)[O-])c1,comp652
SODIUM PHENYLACETATE,0,train,O=C([O-])Cc1ccccc1.[Na+],comp653
THEANINE POTASSIUM,0,train,CCNC(=O)CCC(N)C(=O)[O-].[K+],comp654
MIFEPRISTONE,0,train,CC#CC1(O)CCC2C3CCC4=CC(=O)CCC4=C3C(c3ccc(N(C)C)cc3)CC21C,comp655
PRAMIPEXOLE DIHYDROCHLORIDE,0,train,CCCNC1CCc2nc(N)sc2C1.Cl.Cl,comp656
METHYLENE BLUE,0,train,CN(C)c1ccc2nc3ccc(N(C)C)cc3[s+]c2c1.O.[Cl-],comp657
DIPERODON HYDROCHLORIDE,0,train,Cl.O=C(Nc1ccccc1)OCC(CN1CCCCC1)OC(=O)Nc1ccccc1,comp658
GANGALEOIDIN,0,train,COC(=O)c1c(OC)cc2c(c1C)Oc1c(Cl)c(O)c(Cl)c(C)c1C(=O)O2,comp659
MEDRYSONE,0,validation,CC(=O)C1CCC2C3CC(C)C4=CC(=O)CCC4(C)C3C(O)CC12C,comp660
KANAMYCIN A SULFATE,0,train,NCC1OC(OC2C(N)CC(N)C(OC3OC(CO)C(O)C(N)C3O)C2O)C(O)C(O)C1O.O=S(=O)(O)O,comp661
FLUCYTOSINE,0,train,Nc1nc(=O)[nH]cc1F,comp662
GALANTAMINE,0,train,COc1ccc2c3c1OC1CC(O)C=CC31CCN(C)C2,comp663
THEAFLAVIN MONOGALLATES,0,train,O=C(OC1Cc2c(O)cc(O)cc2OC1c1cc(O)c(=O)c2c(O)c(O)cc(C3Oc4cc(O)cc(O)c4CC3O)c2c1)c1cc(O)c(O)c(O)c1,comp664
IDAZOXAN HYDROCHLORIDE,0,test,Cl.c1ccc2c(c1)OCC(C1=NCCN1)O2,comp665
ACETYLSALICYLANILIDE,0,train,CC(=O)Oc1ccccc1C(=O)Nc1ccccc1,comp666
PROPARGITE,0,train,C#CCOS(=O)OC1CCCCC1Oc1ccc(C(C)(C)C)cc1,comp667
LAPATINIB,0,train,CS(=O)(=O)CCNCc1ccc(-c2ccc3ncnc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c3c2)o1,comp668
TEPRENONE,0,validation,CC(=O)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)C,comp669
QUERCETIN,0,train,O=c1c(O)c(-c2ccc(O)c(O)c2)oc2cc(O)cc(O)c12,comp670
SANTONIN,0,train,CC1=C2C3OC(=O)C(C)C3CCC2(C)C=CC1=O,comp671
MOLSIDOMINE,0,validation,CCOC(=O)[N-]c1c[n+](N2CCOCC2)no1,comp672
GUANIDINE HYDROCHLORIDE,0,train,Cl.Cl.N=C(N)N,comp673
PIROXICAM,0,train,CN1C(C(=O)Nc2ccccn2)=C(O)c2ccccc2S1(=O)=O,comp674
TIOXOLONE,0,train,O=c1oc2cc(O)ccc2s1,comp675
NAFRONYL OXALATE,0,train,CCN(CC)CCOC(=O)C(Cc1cccc2ccccc12)CC1CCCO1.O=C(O)C(=O)O,comp676
BENZOYL PEROXIDE,0,train,O=C(OOC(=O)c1ccccc1)c1ccccc1,comp677
EDITOL,0,train,CC(O)CN(CCN(CC(C)O)CC(C)O)CC(C)O,comp678
PIMOZIDE,0,train,O=c1[nH]c2ccccc2n1C1CCN(CCCC(c2ccc(F)cc2)c2ccc(F)cc2)CC1,comp679
DICUMAROL,0,train,O=c1oc2ccccc2c(O)c1Cc1c(O)c2ccccc2oc1=O,comp680
METHOCARBAMOL,0,train,COc1ccccc1OCC(O)COC(N)=O,comp681
SKATOLE,0,train,Cc1c[nH]c2ccccc12,comp682
FLUNARIZINE HYDROCHLORIDE,0,train,Cl.Cl.Fc1ccc(C(c2ccc(F)cc2)N2CCN(CC=Cc3ccccc3)CC2)cc1,comp683
PHENINDIONE,0,train,O=C1c2ccccc2C(=O)C1c1ccccc1,comp684
SILIBININ,0,train,COc1cc(C2Oc3cc(C4Oc5cc(O)cc(O)c5C(=O)C4O)ccc3OC2CO)ccc1O,comp685
TETRANDRINE,0,test,COc1ccc2cc1Oc1ccc(cc1)CC1c3cc(c(OC)cc3CCN1C)Oc1c(OC)c(OC)cc3c1C(C2)N(C)CC3,comp686
TIMONACIC,0,validation,O=C(O)C1CSCN1,comp687
MECLOFENOXATE HYDROCHLORIDE,0,train,CN(C)CCOC(=O)COc1ccc(Cl)cc1.Cl,comp688
UBIDECARENONE [5mM],0,train,COC1=C(OC)C(=O)C(CC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)C)=C(C)C1=O,comp689
NICERGOLINE,0,train,COC12CC(COC(=O)c3cncc(Br)c3)CN(C)C1Cc1cn(C)c3cccc2c13,comp690
METHYLXANTHOXYLIN,0,train,COc1cc(OC)c(C(C)=O)c(O)c1C,comp691
BENSERAZIDE HYDROCHLORIDE,0,train,Cl.NC(CO)C(=O)NNCc1ccc(O)c(O)c1O,comp692
IBANDRONATE SODIUM,0,train,CCCCCN(C)CCC(O)(P(=O)([O-])O)P(=O)(O)O.O.[Na+],comp693
DERRUSNIN,0,train,COc1cc(OC)c2c(OC)c(-c3ccc4c(c3)OCO4)c(=O)oc2c1,comp694
SCOPOLAMINE HYDROBROMIDE,0,test,Br.CN1C2CC(OC(=O)C(CO)c3ccccc3)CC1C1OC12,comp695
BAICALEIN,0,train,O=c1cc(-c2ccccc2)oc2cc(O)c(O)c(O)c12,comp696
AZADIRACHTIN,0,train,CC=C(C)C(=O)OC1CC(OC(C)=O)C2(C(=O)OC)COC3C2C12COC(O)(C(=O)OC)C2C(C)(C12OC1(C)C1CC2OC2OC=CC21O)C3O,comp697
TRIAMCINOLONE DIACETATE,0,train,CC(=O)OCC(=O)C1(O)C(OC(C)=O)CC2C3CCC4=CC(=O)C=CC4(C)C3(F)C(O)CC21C,comp698
BETAMETHASONE VALERATE,0,train,CCCCC(=O)OC1(C(=O)CO)C(C)CC2C3CCC4=CC(=O)C=CC4(C)C3(F)C(O)CC21C,comp699
VALACYCLOVIR HYDROCHLORIDE,0,train,CC(C)C(N)C(=O)OCCOCn1cnc2c(=O)[nH]c(N)nc21.Cl,comp700
MINAPRINE HYDROCHLORIDE,0,train,Cc1cc(-c2ccccc2)nnc1NCCN1CCOCC1.Cl.Cl,comp701
PASINIAZID,0,train,NNC(=O)c1ccncc1.Nc1ccc(C(=O)O)c(O)c1,comp702
RILUZOLE,0,validation,Nc1nc2ccc(OC(F)(F)F)cc2s1,comp703
METHOTREXATE HYDRATE,0,train,CN(Cc1cnc2nc(N)nc(N)c2n1)c1ccc(C(=O)NC(CCC(=O)O)C(=O)O)cc1.O,comp704
GARDENIN B,0,train,COc1ccc(-c2cc(=O)c3c(O)c(OC)c(OC)c(OC)c3o2)cc1,comp705
EMICYMARIN,0,train,COC1C(O)C(C)OC(OC2CCC3(C)C4CCC5(C)C(C6=CC(=O)OC6)CCC5(O)C4CCC3(O)C2)C1O,comp706
PROADIFEN HYDROCHLORIDE,0,train,CCCC(C(=O)OCCN(CC)CC)(c1ccccc1)c1ccccc1.Cl,comp707
MENBUTONE,0,train,COc1ccc(C(=O)CCC(=O)O)c2ccccc12,comp708
PROGLUMIDE,0,train,CCCN(CCC)C(=O)C(CCC(=O)O)NC(=O)c1ccccc1,comp709
NALED,0,train,COP(=O)(OC)OC(Br)C(Cl)(Cl)Br,comp710
EXALAMIDE,0,train,CCCCCCOc1ccccc1C(N)=O,comp711
"N-METHYL (-)EPHEDRINE [1R,2S]",0,train,CC(C(O)c1ccccc1)N(C)C,comp712
XANTHURENIC ACID,0,validation,O=C(O)c1cc(O)c2cccc(O)c2n1,comp713
7-HYDROXYFLAVONE,0,train,O=c1cc(-c2ccccc2)oc2cc(O)ccc12,comp714
PHYTONADIONE [5mM],0,train,CC(=CCC1=C(C)C(=O)c2ccccc2C1=O)CCCC(C)CCCC(C)CCCC(C)C,comp715
THIOGUANINE,0,validation,Nc1nc2nc[nH]c2c(=S)[nH]1,comp716
"2',4'-DIHYDROXYCHALCONE 4'-GLUCOSIDE",0,train,O=C(C=Cc1ccccc1)c1ccc(OC2OC(CO)C(O)C(O)C2O)cc1O,comp717
MONOBENZONE,0,train,Oc1ccc(OCc2ccccc2)cc1,comp718
KOBUSONE,0,validation,CC1(C)CC2C(=O)CCC3OC3(C)CCC21,comp719
BENZOIC ACID,0,validation,O=C(O)c1ccccc1,comp720
EUPATORIOCHROMENE,0,train,CC(=O)c1cc2c(cc1O)OC(C)(C)C=C2,comp721
POSACONAZOLE,0,train,CCC(C(C)O)n1ncn(-c2ccc(N3CCN(c4ccc(OCC5COC(Cn6cncn6)(c6ccc(F)cc6F)C5)cc4)CC3)cc2)c1=O,comp722
DIBEKACIN,0,train,NCC1CCC(N)C(OC2C(N)CC(N)C(OC3OC(CO)C(O)C(N)C3O)C2O)O1,comp723
TRIPTOLIDE,0,train,CC(C)C12OC1C1OC13C1(C)CCC4=C(COC4=O)C1CC1OC13C2O,comp724
ALLYLTHIOUREA,0,train,C=CCNC(N)=S,comp725
NORSTICTIC ACID,0,train,Cc1cc(O)c(C=O)c2c1C(=O)Oc1c(C)c(O)c3c(c1O2)C(O)OC3=O,comp726
DEFEROXAMINE MESYLATE,0,train,CC(=O)N(O)CCCCCNC(=O)CCC(=O)N(O)CCCCCNC(=O)CCC(=O)N(O)CCCCCN.CS(=O)(=O)O,comp727
LAMIVUDINE,0,train,Nc1ccn(C2CSC(CO)O2)c(=O)n1,comp728
OCTINOXATE,0,train,CCCCC(CC)COC(=O)C=Cc1ccc(OC)cc1,comp729
VALINE (L),0,validation,CC(C)C(N)C(=O)O,comp730
PERINDOPRIL ERBUMINE,0,test,CC(C)(C)N.CCCC(NC(C)C(=O)N1C(C(=O)O)CC2CCCCC21)C(=O)OCC,comp731
AVERMECTIN A1a,0,train,CCC(C)C1OC2(C=CC1C)CC1CC(CC=C(C)C(OC3CC(OC)C(OC4CC(OC)C(O)C(C)O4)C(C)O3)C(C)C=CC=C3COC4C(OC)C(C)=CC(C(=O)O1)C34O)O2,comp732
HUPERZINE A,0,train,CC=C1C2C=C(C)CC1(N)c1ccc(=O)[nH]c1C2,comp733
ECONAZOLE NITRATE,0,train,Clc1ccc(COC(Cn2ccnc2)c2ccc(Cl)cc2Cl)cc1.O=[N+]([O-])O,comp734
QUINIDINE GLUCONATE,0,train,C=CC1CN2CCC1CC2C(O)c1ccnc2ccc(OC)cc12.O=C(O)C(O)C(O)C(O)C(O)CO,comp735
HYGROMYCIN B,0,train,CNC1CC(N)C(O)C(OC2OC(CO)C3OC4(OC(C(N)CO)C(O)C(O)C4O)OC3C2O)C1O,comp736
ETHYLENEDIAMINE TETRACETIC ACID,0,train,O=C(O)CN(CCN(CC(=O)O)CC(=O)O)CC(=O)O,comp737
FLUVOXAMINE MALEATE,0,train,COCCCCC(=NOCCN)c1ccc(C(F)(F)F)cc1.O=C(O)C=CC(=O)O,comp738
SULBENTINE,0,train,S=C1SCN(Cc2ccccc2)CN1Cc1ccccc1,comp739
MEBEVERINE HYDROCHLORIDE,0,train,CCN(CCCCOC(=O)c1ccc(OC)c(OC)c1)C(C)Cc1ccc(OC)cc1.Cl,comp740
TESTOSTERONE PROPIONATE,0,train,CCC(=O)OC1CCC2C3CCC4=CC(=O)CCC4(C)C3CCC12C,comp741
OSELTAMIVIR PHOSPHATE,0,train,CCOC(=O)C1=CC(OC(CC)CC)C(NC(C)=O)C(N)C1.O=P(O)(O)O,comp742
ISOTRETINON,0,train,CC(C=CC1=C(C)CCCC1(C)C)=CC=CC(C)=CC(=O)O,comp743
ACETANILIDE,0,test,CC(=O)Nc1ccccc1,comp744
MOXISYLYTE HYDROCHLORIDE,0,validation,CC(=O)Oc1cc(C(C)C)c(OCCN(C)C)cc1C.Cl,comp745
VULPINIC ACID,0,train,COC(=O)C(=C1OC(=O)C(c2ccccc2)=C1O)c1ccccc1,comp746
ATROPINE OXIDE,0,validation,C[N+]1([O-])C2CCC1CC(OC(=O)C(CO)c1ccccc1)C2,comp747
"TOTAROL-19-CARBOXYLIC ACID, METHYL ESTER",0,train,COC(=O)C1(C)CCCC2(C)c3ccc(O)c(C(C)C)c3CCC12,comp748
ZOLMITRIPTAN,0,train,CN(C)CCc1c[nH]c2ccc(CC3COC(=O)N3)cc12,comp749
PROXYPHYLLINE,0,test,CC(O)Cn1cnc2c1c(=O)n(C)c(=O)n2C,comp750
CINCHONIDINE,0,train,C=CC1CN2CCC1CC2C(O)c1ccnc2ccccc12,comp751
LIOTHYRONINE (L- isomer) SODIUM,0,train,NC(Cc1cc(I)c(Oc2ccc(O)c(I)c2)c(I)c1)C(=O)[O-].[Na+],comp752
THIOTEPA,0,train,S=P(N1CC1)(N1CC1)N1CC1,comp753
TETROQUINONE,0,train,O=C1C(O)=C(O)C(=O)C(O)=C1O,comp754
TIZANIDINE HYDROCHLORIDE,0,test,Cl.Clc1ccc2nsnc2c1NC1=NCCN1,comp755
PROPIOLACTONE,0,train,O=C1CCO1,comp756
"CANRENOIC ACID, POTASSIUM SALT",0,test,CC12CCC(=O)C=C1C=CC1C2CCC2(C)C1CCC2(O)CCC(=O)[O-].[K+],comp757
OZAGREL HYDROCHLORIDE,0,train,O=C(O)C=Cc1ccc(Cn2ccnc2)cc1,comp758
BIFONAZOLE,0,train,c1ccc(-c2ccc(C(c3ccccc3)n3ccnc3)cc2)cc1,comp759
ACETOSYRINGONE,0,train,COc1cc(C(C)=O)cc(OC)c1O,comp760
DIENESTROL,0,train,CC=C(C(=CC)c1ccc(O)cc1)c1ccc(O)cc1,comp761
PICROTOXININ,0,train,C=C(C)C1C2OC(=O)C1C1(O)CC3OC34C(=O)OC2C14C,comp762
ERYTHROMYCIN ESTOLATE,0,test,CCC(=O)OC1C(OC2C(C)C(OC3CC(C)(OC)C(O)C(C)O3)C(C)C(=O)OC(CC)C(C)(O)C(O)C(C)C(=O)C(C)CC2(C)O)OC(C)CC1N(C)C.CCCCCCCCCCCCOS(=O)(=O)O,comp763
SULFAMETHOXYPYRIDAZINE,0,train,COc1ccc(NS(=O)(=O)c2ccc(N)cc2)nn1,comp764
SCLAREOL,0,validation,C=CC(C)(O)CCC1C(C)(O)CCC2C(C)(C)CCCC21C,comp765
GLUTAMINE (D),0,test,NC(=O)CCC(N)C(=O)O,comp766
ISAXONINE,0,train,CC(C)Nc1ncccn1,comp767
RHETSININE,0,train,CNc1ccccc1C(=O)N1CCc2c([nH]c3ccccc23)C1=O,comp768
NITENPYRAM,0,train,CCN(Cc1ccc(Cl)nc1)C(=C[N+](=O)[O-])NC,comp769
UNDECYLENIC ACID,0,train,C=CCCCCCCCCC(=O)O,comp770
ACEMETACIN,0,validation,COc1ccc2c(c1)c(CC(=O)OCC(=O)O)c(C)n2C(=O)c1ccc(Cl)cc1,comp771
KETOCONAZOLE,0,train,CC(=O)N1CCN(c2ccc(OCC3COC(Cn4ccnc4)(c4ccc(Cl)cc4Cl)O3)cc2)CC1,comp772
ETHYL PARABEN,0,train,CCOC(=O)c1ccc(O)cc1,comp773
"7,8-DIHYDROXYFLAVONE",0,train,O=c1cc(-c2ccccc2)oc2c(O)c(O)ccc12,comp774
MECLOFENAMATE SODIUM,0,train,Cc1ccc(Cl)c(Nc2ccccc2C(=O)[O-])c1Cl.[Na+],comp775
BENOXINATE HYDROCHLORIDE,0,train,CCCCOc1cc(C(=O)OCCN(CC)CC)ccc1N.Cl,comp776
NIKETHAMIDE,0,train,CCN(CC)C(=O)c1cccnc1,comp777
COUMOPHOS,0,train,CCOP(=S)(OCC)Oc1ccc2c(C)c(Cl)c(=O)oc2c1,comp778
DERACOXIB,0,train,COc1ccc(-c2cc(C(F)F)nn2-c2ccc(S(N)(=O)=O)cc2)cc1F,comp779
16beta-METHYL-16(17)-EPOXY-5-PREGNENOLONE,0,train,CC(=O)C12OC1(C)CC1C3CC=C4CC(O)CCC4(C)C3CCC12C,comp780
ARSANILIC ACID,0,train,Nc1ccc([As](=O)(O)O)cc1,comp781
