,comp_id,bioactivity,data_split,smiles
13748,CHEMBL1083208,1,test,CCCC(=O)Nc1n[nH]c2cc(-c3ccsc3)ccc12
13749,CHEMBL1083209,1,train,CCCC(=O)Nc1n[nH]c2cc(-c3ccc(N)nc3)ccc12
14056,CHEMBL1083528,0,test,CCCC(=O)Nc1n[nH]c2cc(-c3ccc4c(c3)COO4)ccc12
14366,CHEMBL1083837,0,train,CCCC(=O)Nc1n[nH]c2cc(-c3ccc([N+](=O)[O-])cc3)ccc12
14645,CHEMBL1084134,1,train,O=C(O)CCC(=O)Nc1n[nH]c2cc(Cl)ccc12
15467,CHEMBL1084681,1,train,CCCC(=O)Nc1n[nH]c2cc(-c3ccc(F)cc3)ccc12
15468,CHEMBL1084682,1,train,CCCC(=O)Nc1n[nH]c2cc(-c3cc(Cl)cc(Cl)c3)ccc12
15469,CHEMBL1084683,1,train,CCCC(=O)Nc1n[nH]c2cc(-c3ccc(OC(F)(F)F)cc3)ccc12
15470,CHEMBL1084684,1,test,CCCC(=O)Nc1n[nH]c2cc(CCc3ccccc3)ccc12
15473,CHEMBL1084693,0,train,N#Cc1ccc(-c2ccc3c(NC(=O)CCC(=O)O)n[nH]c3c2)cc1
16617,CHEMBL1085918,1,train,CCCC(=O)Nc1n[nH]c2cc(-c3cccnc3)ccc12
16618,CHEMBL1085927,1,test,CCCC(=O)Nc1n[nH]c2cc(-c3ccc(OCc4ccccc4)cc3)ccc12
16844,CHEMBL1086174,1,train,CCCC(=O)Nc1n[nH]c2cc(-c3ccccc3)ccc12
16845,CHEMBL1086175,1,train,CCCC(=O)Nc1n[nH]c2cc(-c3ccccc3Cl)ccc12
16846,CHEMBL1086176,1,train,C/C=C/c1ccc2c(NC(=O)CCC)n[nH]c2c1
17016,CHEMBL1086425,0,train,CCCC(=O)Nc1n[nH]c2cc(-c3ccc(OC)cc3)ccc12
17017,CHEMBL1086426,0,train,CCCC(=O)Nc1n[nH]c2cc(-c3ccc(Cl)cc3)ccc12
17019,CHEMBL1086427,1,train,CCCC(=O)Nc1n[nH]c2c(F)c(Cl)c(-c3ccccc3)cc12
17190,CHEMBL1086601,1,train,COc1ccc(C2=NNC(=O)/C2=N\\Nc2ccc(N(C)C)cc2)cc1OC
17191,CHEMBL1086602,1,train,CCN(CC)c1ccc(N/N=C2\\C(=O)NN=C2c2ccc(OC)c(OC)c2)cc1
17226,CHEMBL1086638,1,train,CCCC(=O)Nc1n[nH]c2cc(-c3ccc(N)cc3)ccc12
17227,CHEMBL1086639,1,train,CCCC(=O)Nc1n[nH]c2cc(-c3cccc(O)c3)ccc12
17228,CHEMBL1086640,1,train,CCCC(=O)Nc1n[nH]c2cc(C(F)(F)F)ccc12
17280,CHEMBL1086732,1,test,Cn1cc(C2=C(c3ccc(-c4ccccc4)cc3)C(=O)NC2=O)c2ccccc21
17281,CHEMBL1086733,1,test,Cn1cc(C2=C(Sc3ccccc3)C(=O)NC2=O)c2ccccc21
17282,CHEMBL1086734,1,train,Cn1cc(C2=C(Nc3ccccc3)C(=O)NC2=O)c2ccccc21
17283,CHEMBL1086735,1,train,COc1ccc(C2=NNC(=O)/C2=N\\Nc2ccc(N3CCOCC3)cc2)cc1OC
17286,CHEMBL1086736,1,train,COc1ccncc1C1=NNC(=O)/C1=N\\Nc1ccccc1
17342,CHEMBL1086780,1,train,CCCC(=O)Nc1n[nH]c2cc(Br)ccc12
17343,CHEMBL1086781,1,test,CCCC(=O)Nc1n[nH]c2cc(-c3ccoc3)ccc12
17344,CHEMBL1086782,1,test,CCCC(=O)Nc1n[nH]c2cc(-c3ccncc3)ccc12
17636,CHEMBL1087242,1,train,COc1ccc(C2=C(c3cn(C)c4ccccc34)C(=O)NC2=O)cc1OC
17638,CHEMBL1087243,1,train,COc1ccc(OC)c(C2=C(c3cn(C)c4ccccc34)C(=O)NC2=O)c1
17640,CHEMBL1087244,1,train,COc1ccc(C2=NNC(=O)/C2=N\\Nc2ccc(C#N)cc2)cc1OC
17641,CHEMBL1087245,1,train,COc1ccc(C2=NNC(=O)/C2=N\\Nc2cccnc2)cc1OC
17642,CHEMBL1087246,1,train,COc1ccc(C2=NNC(=O)/C2=N\\Nc2ccncc2)cc1OC
17739,CHEMBL1087380,1,test,Cn1cc(C2=C(c3cccnc3)C(=O)NC2=O)c2ccccc21
17801,CHEMBL1087499,1,test,CN(C)c1nc2ccc1CCCN1C=C(C3=C(C(=O)NC3=O)c3cn(c4ccccc34)CCC2)N2C=CC=CC12
18115,CHEMBL1088011,1,train,COc1ccc(C2=NNC(=O)/C2=N\\Nc2cccc(Cl)c2)cc1OC
18116,CHEMBL1088012,1,train,COc1ccc(C2=NNC(=O)/C2=N/Nc2ccc(Cl)cc2)cc1OC
18124,CHEMBL1088021,1,train,COc1ccncc1C1=NNC(=O)/C1=N\\Nc1ccc(Cl)cc1
18189,CHEMBL1088145,1,train,COc1cccc(N/N=C2\\C(=O)NN=C2c2ccc(OC)c(OC)c2)c1
18190,CHEMBL1088149,1,train,COc1ccc(C2=C(c3cn(C)c4ccccc34)C(=O)NC2=O)c(OC)c1
18198,CHEMBL1088154,1,train,COc1ccccc1N/N=C1\\C(=O)NN=C1c1cnccc1OC
18467,CHEMBL1088618,1,train,CCCC(=O)Nc1n[nH]c2cc(-c3ccc(O)cc3Cl)ccc12
18521,CHEMBL1088724,1,test,Cn1cc(C2=C(c3c4n(c5ccccc35)CCN(C(N)=S)C4)C(=O)NC2=O)c2ccccc21
18523,CHEMBL1088725,1,train,COc1ccc(C2=NNC(=O)/C2=N\\Nc2ccc(N3CCOCC3)cc2)cc1
18524,CHEMBL1088726,1,train,COc1ccc(C2=NNC(=O)/C2=N\\Nc2ccccc2)cc1OC
19858,CHEMBL1089722,1,train,CCCC(=O)Nc1n[nH]c2cc(Cl)c(Br)cc12
19859,CHEMBL1089723,1,test,CCCC(=O)Nc1n[nH]c2cc(-c3ccc(O)cc3)c(-c3ccco3)cc12
21529,CHEMBL1091081,1,train,CCCC(=O)Nc1n[nH]c2cc(Cl)c(-c3ccc([N+](=O)[O-])cc3)cc12
21530,CHEMBL1091082,1,train,CCCC(=O)Nc1n[nH]c2cc(Cl)c(-c3ccc(F)cc3)cc12
21531,CHEMBL1091083,1,test,CCCC(=O)Nc1n[nH]c2cc(Cl)c(-c3ccc(OCc4ccccc4)cc3)cc12
22693,CHEMBL1092134,1,test,O=C(Nc1ccccc1)Nc1n[nH]c2cc(Cl)c(-c3ccccc3)cc12
23148,CHEMBL1092802,1,test,CCCC(=O)Nc1n[nH]c2cc(-c3ccc(O)cc3)c(-c3cccnc3)cc12
23351,CHEMBL1093079,1,train,CCCC(=O)Nc1n[nH]c2cc(-c3ccc(O)cc3)c(-c3ccc(CC)cc3)cc12
23568,CHEMBL1093390,1,train,CCCC(=O)Nc1n[nH]c2cc(-c3ccc(O)cc3)c(-c3ccc(O)cc3)cc12
23774,CHEMBL1093745,1,train,CCCC(=O)Nc1n[nH]c2cc(-c3ccc(O)cc3)c(-c3ccccc3)cc12
23775,CHEMBL1093746,1,train,CCCC(=O)Nc1n[nH]c2cc(-c3ccccc3)c(-c3ccccc3)cc12
23776,CHEMBL1093747,1,train,CCCC(=O)Nc1n[nH]c2cc(-c3ccc(O)cc3)c(Br)cc12
24972,CHEMBL1095038,1,train,CCCC(=O)Nc1n[nH]c2cc(-c3cc(F)cc(F)c3)ccc12
24973,CHEMBL1095039,1,train,CCCC(=O)Nc1n[nH]c2cc(-c3ccc(C(C)(C)C)cc3)ccc12
24975,CHEMBL1095040,1,train,CCCC(=O)Nc1n[nH]c2cc(Cl)c(-c3ccccc3)cc12
24978,CHEMBL1095041,1,train,CCCC(=O)Nc1n[nH]c2cc(Cl)c(-c3ccc(N)cc3)cc12
25307,CHEMBL1095366,1,train,CCCC(=O)Nc1n[nH]c2cc(Cl)c(-c3ccc(O)cc3)cc12
25496,CHEMBL1095624,1,train,CCn1c(-c2nonc2N)nc2c(C#CC(C)(C)O)nc(CCN)cc21
25983,CHEMBL1096290,1,test,CCn1c(-c2nonc2N)nc2c(C#CC(C)(C)O)nc(CN3CCCC3)cc21
25987,CHEMBL1096291,1,train,CCn1c(-c2nonc2N)nc2c(C#CC(C)(C)O)nc(OCCN)cc21
25991,CHEMBL1096292,0,train,CCn1c(-c2nonc2N)nc2c(C#CC(C)(C)O)nc(OCCCN)cc21
26189,CHEMBL1096626,1,train,CCn1c(-c2nonc2N)nc2c(C#CC(C)(C)O)nc(OC[C@@H](N)c3ccccc3)cc21
26195,CHEMBL1096634,1,train,CCn1c(-c2nonc2N)nc2c(C#CC(C)(C)O)nc(OC[C@H](N)c3ccccc3)cc21
26199,CHEMBL1096636,0,train,CCn1c(-c2nonc2N)nc2c(C#CC(C)(C)O)nc(OCCCCN)cc21
26437,CHEMBL1097003,1,train,CCCC(=O)Nc1n[nH]c2c(Cl)c(Cl)c(-c3ccccc3)cc12
26787,CHEMBL1097694,1,train,CCCC(=O)Nc1n[nH]c2cc(Cl)c(-c3ccc(C)cc3)cc12
27185,CHEMBL1098241,1,train,CCn1c(-c2nonc2N)nc2c(C#CC(C)(C)O)nc(CN)cc21
27250,CHEMBL1098316,1,train,CCn1c(-c2nonc2N)nc2c(C#CC(C)(C)O)nc(CNC)cc21
27276,CHEMBL109834,1,train,CN(C)CCCn1cc(C2=C(c3ccccc3Cl)C(=O)NC2=O)c2cccnc21
27608,CHEMBL1098938,1,train,CCn1c(-c2nonc2N)nc2c(C#CC(C)(C)O)nc(OC[C@H](N)Cc3ccccc3)cc21
27612,CHEMBL1098939,1,train,CCn1c(-c2nonc2N)nc2c(C#CC(C)(C)O)nc(OC[C@@H](N)Cc3ccccc3)cc21
27617,CHEMBL1098943,1,train,CCn1c(-c2nonc2N)nc2c(C#CC(C)(C)O)nc(OCCNC)cc21
27620,CHEMBL1098944,1,train,CCn1c(-c2nonc2N)nc2c(C#CC(C)(C)O)nc(OC[C@@H](C)N)cc21
27807,CHEMBL1099276,1,train,CCn1c(-c2nonc2N)nc2c(C#CC(C)(C)O)nc(O[C@@H](CN)c3ccccc3)cc21
27811,CHEMBL1099281,1,train,CCn1c(-c2nonc2N)nc2c(C#CC(C)(C)O)nc(OC[C@H](C)N)cc21
27818,CHEMBL1099290,1,train,CCn1c(-c2nonc2N)nc2c(C#CC(C)(C)O)nc(CN(C)C)cc21
27822,CHEMBL1099296,1,train,CCn1c(-c2nonc2N)nc2c(C#CC(C)(C)O)nc(O[C@H](CN)c3ccccc3)cc21
27825,CHEMBL1099297,1,train,CCn1c(-c2nonc2N)nc2c(C#CC(C)(C)O)nc(O[C@@H](CCN)c3ccccc3)cc21
27828,CHEMBL1099298,1,train,CCn1c(-c2nonc2N)nc2c(C#CC(C)(C)O)nc(O[C@H](CCN)c3ccccc3)cc21
27902,CHEMBL109944,1,train,COCCCn1cc(C2=C(c3ccccc3O)C(=O)NC2=O)c2cccnc21
27922,CHEMBL109977,1,train,COc1ccccc1C1=C(c2cn(CCCNC=O)c3ncccc23)C(=O)NC1=O
27930,CHEMBL109981,1,train,COc1ccccc1C1=C(c2cn(CCCNC(=O)OC(C)(C)C)c3ncccc23)C(=O)NC1=O
28063,CHEMBL110000,1,test,CCn1cc(C2=C(c3cn(CCCO)c4ncccc34)C(=O)NC2=O)c2cccnc21
29080,CHEMBL111005,1,train,O=C1NC(=O)C(c2cn(CCCO)c3ncccc23)=C1c1ccc(F)cc1Cl
29428,CHEMBL111298,1,train,COc1ccccc1C1=C(c2cn(CCCO)c3ncccc23)C(=O)NC1=O
29835,CHEMBL111620,1,train,O=C1NC(=O)C(c2cn(CCCO)c3ncccc23)=C1c1ncc(C(F)(F)F)cc1Cl
30539,CHEMBL112483,1,test,Nc1nonc1-n1nnc(C(=O)NCc2ccncc2)c1CN1CCCCC1
30604,CHEMBL112564,1,test,CN(C)Cc1c(-c2n[nH]c(-c3ccncc3)n2)nnn1-c1nonc1N
30806,CHEMBL112819,1,test,Nc1nonc1-n1nnc(C(=O)NCCc2ccncc2)c1CN1CCCC1
31141,CHEMBL113168,1,train,Nc1nonc1-n1nnc(C(=O)NCCc2ccncc2)c1CN1CCCCC1
31235,CHEMBL113272,1,test,Nc1nonc1-n1nnc(C(=O)N/N=C/c2ccncc2)c1CN1CCCC1
31328,CHEMBL113447,0,train,CN(CCc1ccncc1)C(=O)c1nnn(-c2nonc2N)c1CN1CCCCC1
32265,CHEMBL114582,0,test,CC(C)CNCc1c(C(=O)NCc2ccncc2)nnn1-c1nonc1N
33373,CHEMBL115875,1,train,NNC(=O)c1nnn(-c2nonc2N)c1CN1CCCCC1
35216,CHEMBL1162963,1,test,CN(C)c1nc2ccc1CCCn1cc(c3ccccc31)C1=C(C(=O)NC1=O)c1cn(c3ccccc13)CC2
35874,CHEMBL1164177,1,test,Cn1cncc1CNC(=O)c1ccc2cc(-c3n[nH]cc3-c3ccccc3)[nH]c2c1
35934,CHEMBL1164262,1,test,Cn1nccc1CNC(=O)c1ccc2cc(-c3n[nH]cc3-c3ccccc3)[nH]c2c1
35938,CHEMBL1164264,1,test,Cc1oncc1CNC(=O)c1ccc2cc(-c3n[nH]cc3-c3ccccc3)[nH]c2c1
35981,CHEMBL1164353,1,test,CC(C)CN(C)C(=O)c1ccc2cc(-c3n[nH]cc3-c3ccccc3)[nH]c2c1
36138,CHEMBL1164526,1,test,CN1CCN(c2ccc(NC(=O)c3ccc4c(c3)/C(=C3/Nc5ccccc5C3=O)C(=O)N4)cc2)CC1
36593,CHEMBL116545,1,train,COc1ccc2c(c1)NC(=O)Cc1c-2[nH]c2ccc([N+](=O)[O-])cc12
36681,CHEMBL1165662,1,train,Oc1ccc2oc3ncc(OCc4ccccc4)c(-c4ccccc4)c3c2c1
36999,CHEMBL116832,1,train,O=C1Cc2c([nH]c3ccccc23)-c2cc(I)ccc2N1
37478,CHEMBL1170126,1,test,c1ccc2c(-c3cnc4cnc(-c5cn[nH]c5)cn34)c[nH]c2c1
37593,CHEMBL1170317,1,test,c1ccc(-c2cnc3cnc(-c4ccncc4)cn23)cc1
41096,CHEMBL118162,1,train,N#Cc1ccc2[nH]c3c(c2c1)CC(=O)Nc1ccsc1-3
41435,CHEMBL118406,1,train,Cc1ccc2[nH]c3c(c2c1)CC(=O)Nc1ccsc1-3
43354,CHEMBL119932,1,train,N#Cc1ccc2c(c1)-c1[nH]c3ccccc3c1CC(=O)N2
43375,CHEMBL119963,1,train,O=C1Cc2c([nH]c3ccc([N+](=O)[O-])cc23)-c2sccc2N1
43411,CHEMBL119989,1,train,CC(=O)/C=C/c1ccc2c(c1)-c1[nH]c3ccc(C(F)(F)F)cc3c1CC(=O)N2
43531,CHEMBL120030,1,train,CC(=O)OCN1C(=O)Cc2c([nH]c3ccc(Br)cc23)-c2ccccc21
44210,CHEMBL120078,1,train,O=C1Cc2c([nH]c3ccc(C(F)(F)F)cc23)-c2cccnc2N1
47733,CHEMBL120497,1,train,O=[N+]([O-])c1ccc2[nH]c3c(c2c1)CC(S)=Nc1ccccc1-3
47908,CHEMBL120664,1,test,O=C1Cc2c([nH]c3ccc(C(F)(F)F)cc23)-c2cc(C#CC3(O)CCCCC3)ccc2N1
48572,CHEMBL120941,0,train,NCC(=O)c1ccc2[nH]c3c(c2c1)CC(=O)Nc1ccccc1-3
49072,CHEMBL1210175,1,train,c1ccc(Nc2ncnc3[nH]c(-c4ccccc4)nc23)cc1
49092,CHEMBL1210236,1,train,N#Cc1cccc(-c2nc3c(Nc4ccccc4)ncnc3[nH]2)c1
49109,CHEMBL1210310,1,train,O=C(Nc1ncnc2[nH]c(-c3cccc(Cl)c3)nc12)C1CC1
49224,CHEMBL1210405,1,train,N#Cc1cccc(-c2nc3c(NC(=O)C4CC4)ncnc3[nH]2)c1
49225,CHEMBL1210406,1,test,O=C(Nc1ncnc2[nH]c(-c3ccc4ccccc4c3)nc12)C1CC1
49247,CHEMBL1210476,1,test,CCCCC(=O)Nc1ncnc2[nH]c(-c3cccc(C#N)c3)nc12
49248,CHEMBL1210477,0,test,CCCCC(=O)Nc1ncnc2[nH]c(-c3ccc4ccccc4c3)nc12
51020,CHEMBL121492,1,train,N#CCCc1ccc2c(c1)-c1[nH]c3ccc(C(F)(F)F)cc3c1CC(=O)N2
51534,CHEMBL121543,1,train,O=C1Cc2c([nH]c3ccc(C(F)(F)F)cc23)-c2cc(CC#CO)ccc2N1
52239,CHEMBL121957,1,train,O=C1Cc2c([nH]c3ccc(C(F)(F)F)cc23)-c2cc(I)ccc2N1
52240,CHEMBL121958,1,train,COC(=O)/C=C/c1ccc2c(c1)-c1[nH]c3ccc(C(F)(F)F)cc3c1CC(=O)N2
53214,CHEMBL1222474,0,test,O=C(NCCN1CCCC1)c1ccc(-c2cnc3ccc(NCc4ccc(Cl)c(Cl)c4)nn23)cc1
53242,CHEMBL1222565,0,train,O=C(NC[C@@H]1CCCN1)c1ccc(-c2cnc3ccc(NCc4ccc(Cl)c(Cl)c4)nn23)cc1
53489,CHEMBL1222990,0,test,O=C(NC[C@@H]1CCCN1)c1ccc(-c2cnc3ccc(NCC4CC4)nn23)cc1
53497,CHEMBL1222992,0,train,O=C(NC[C@@H]1CCCN1)c1ccc(-c2cnc3ccc(NCc4cccc(Cl)c4)nn23)cc1
53651,CHEMBL1223203,0,test,CN(C)CCNC(=O)c1ccc(-c2cnc3ccc(NCC4CC4)nn23)cc1
55044,CHEMBL122899,1,test,O=c1[nH]c(=O)c2cc[nH]c2[nH]1
55725,CHEMBL1230134,1,test,COc1ccc(-n2cnc3ccc(-c4n[nH]c(=S)o4)cc32)cc1
55792,CHEMBL1230165,1,test,O=C(O)c1ccc2c(c1)nc(Nc1cccc(Cl)c1)c1ccncc12
57355,CHEMBL1231352,1,test,CN(C)c1nc2ccc1CCCCn1cc(c3ccccc31)C1=C(C(=O)NC1=O)c1cn(c3ccccc13)CCC2
57718,CHEMBL1232500,1,test,CCN1/C(=C/C(C)=O)Sc2ccc(O)cc21
57818,CHEMBL1232916,1,train,Cc1nnc(-c2ccc3occ(-c4ccc([S@+](C)[O-])cc4)c3c2)o1
62041,CHEMBL1241659,1,test,O=C1NC(=O)C2=C1c1cn(c3ncccc13)CCCc1ccc(s1)CCCn1cc2c2cccnc21
66792,CHEMBL1254896,1,test,Cc1[nH]c2ccccc2c1C1=C(NCCc2ccc(F)cc2)C(=O)N(C)C1=O
70318,CHEMBL126077,1,train,O=Nc1c(-c2c(O)[nH]c3ccccc23)[nH]c2ccccc12
71935,CHEMBL1270230,1,test,NC(=O)c1cc(-c2ccnc(N)n2)[nH]c1-c1ccccc1
72038,CHEMBL1270324,1,test,NC(=O)c1cc(-c2ccnc(Nc3ccccc3)n2)[nH]c1-c1ccccc1
72993,CHEMBL1271441,1,test,NC(=O)c1cc(-c2ccncc2F)[nH]c1-c1ccccc1
73563,CHEMBL1272116,1,test,CC(C)c1n[nH]c(Cl)c1-c1ccnc(Nc2ccc(N3CCC(N(C)C)CC3)cn2)n1
73720,CHEMBL1272270,1,train,CSc1nc(-c2ccc(F)cc2)c(-c2ccnc(NC(=O)C3CC3)c2)n1C
74434,CHEMBL1276127,1,train,O=C1Nc2ccccc2/C1=C1/Nc2ccccc2C1=O
74612,CHEMBL1276317,1,train,O=C1Nc2ccccc2/C1=C1/Nc2ccccc2/C1=N\\OCC(O)CO
77497,CHEMBL1288549,1,test,O=C1NC(=O)/C(=C/c2cccc3c2OCO3)N1
84012,CHEMBL130774,1,test,O=C1NC(=O)C2=C1c1cn(c3ccccc13)CCOCCOCCOCCOCCOCCn1cc2c2ccccc21
84958,CHEMBL131035,1,test,O=C1NC(=O)C2=C1c1cn(c3ccccc13)CCOCCOCCn1cc2c2ccccc21
85679,CHEMBL131254,1,test,O=C1NC(=O)C2=C1c1cn(c3ncccc13)CCOCCOCCOCCOCCOCCn1cc2c2cccnc21
87438,CHEMBL131770,1,train,O=C(/C=C(O)/C=C/c1ccc(O)cc1)/C=C/c1ccc(O)cc1
89039,CHEMBL132223,1,test,O=C1NC(=O)C2=C1c1cn(c3ncccc13)CCOCCOCCn1cc2c2cccnc21
94314,CHEMBL1336,0,train,CNC(=O)c1cc(Oc2ccc(NC(=O)Nc3ccc(Cl)c(C(F)(F)F)c3)cc2)ccn1
97498,CHEMBL134501,1,train,O=C1Cc2c([nH]c3ccc(Br)cc23)-c2cccnc2N1
98315,CHEMBL1347394,1,test,O=C(NCc1ccccc1)Nc1cccc2ccccc12
116063,CHEMBL1397048,0,train,O=C1CC(c2ccccc2)Sc2ccccc2N1Cc1ccccc1F
117081,CHEMBL1399850,1,test,c1ccc(-c2nc(NCCCn3ccnc3)c3ccccc3n2)cc1
117366,CHEMBL140045,1,train,O=C(CCl)c1ccc(Cl)s1
117439,CHEMBL140061,1,train,O=C(CBr)c1ccc(Cl)cc1
121641,CHEMBL141190,1,train,O=C(CCl)c1csc(C(=O)CCl)c1
126232,CHEMBL142327,0,train,Cc1ccsc1C(=O)CCl
126516,CHEMBL142415,0,train,Cc1ccc(C(=O)CCl)s1
127585,CHEMBL142711,1,train,O=C(CCl)c1cc(Br)c(Br)s1
127774,CHEMBL142764,1,train,O=C(CCl)c1ccc(Br)s1
127994,CHEMBL142824,1,train,Cc1ccc(C(=O)CBr)cc1
128004,CHEMBL142826,1,train,O=C(CBr)c1ccc(Br)cc1
128213,CHEMBL1428911,0,train,CCCCCCCC(=O)NNC(=O)c1c(O)c2ccccc2n(CC)c1=O
128883,CHEMBL143090,1,train,O=C(CCl)c1ccc(Cl)cc1
129489,CHEMBL143273,1,train,O=C(CCl)c1c(Br)sc(Cl)c1Cl
130026,CHEMBL143419,1,train,Cc1c(C(=O)CCl)csc1C(=O)CCl
130382,CHEMBL143525,0,train,CC(=O)c1ccc(C(=O)CCl)s1
131207,CHEMBL143743,1,train,Cc1sc(C(=O)CCl)cc1C(=O)CCl
134990,CHEMBL1448,0,train,O=C(Nc1ccc([N+](=O)[O-])cc1Cl)c1cc(Cl)ccc1O
148686,CHEMBL1483920,0,train,CCCCCCCC(=O)NNC(=O)c1c(O)nc2ccccc2c1O
151613,CHEMBL1492321,0,train,CN1C(=O)CC(c2ccco2)Sc2ccccc21
152984,CHEMBL1496098,1,train,O=C1Nc2ccccc2/C1=C1\\Nc2ccccc2\\C1=N/O
157774,CHEMBL151,1,train,O=c1cc(-c2ccc(O)c(O)c2)oc2cc(O)cc(O)c12
161489,CHEMBL1520241,1,train,Cc1ccc(-n2c(C)c([N+](=O)[O-])c3ccc(O)cc32)cc1
198246,CHEMBL1630431,1,test,O=C1NC(=O)/C(=C/c2ccc(OCc3ccccc3)c(OCc3ccccc3)c2)N1
198247,CHEMBL1630434,1,test,Oc1ccc(Nc2ncnc3[nH]cnc23)cc1CN(CCCl)CCCl
198248,CHEMBL1630436,1,test,CSc1nc(N[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)c(Cl)c(=O)[nH]1
198249,CHEMBL1630438,1,test,COc1ccc(-c2c3c(nc4nc(SCCc5ccccc5)nc(N)c24)CCCC3)cc1OC
198251,CHEMBL1630442,1,train,COc1cc(/C=C2/NC(=O)NC2=O)cc(OC)c1OC
198252,CHEMBL1630445,1,train,O=C(O)CCN(CCC(=O)O)c1ccc(/C=C2\\SC(=S)NC2=O)cc1
198253,CHEMBL1630446,1,test,COc1cc(-c2cc(-c3cc(C)cc(Cl)c3O)nc3ncnc(N)c23)ccc1O
198254,CHEMBL1630448,1,train,COc1ccc(/C=C2\\SC(=O)NC2=O)cc1S(=O)(=O)O
198255,CHEMBL1630449,1,test,COC(=O)C(=O)c1c(C(=O)OC)nc2n[nH]c(=N)n2c1-c1ccc(O)c(OC)c1
198257,CHEMBL1630451,1,test,COc1ccc(-c2cc(-c3ccc(F)cc3)[nH]c(=O)c2O)cc1
198258,CHEMBL1630452,1,train,Cc1ccc(Nc2nnc(-c3ccc([N+](=O)[O-])cc3)o2)cc1Cl
198259,CHEMBL1630453,1,test,COc1cc(/C=C2\\NC(=O)NC2=O)ccc1OCC(=O)C1CCOCC1
198260,CHEMBL1630455,1,test,COc1ccc(CCN2COc3c([C@@H](C)CCC=C(C)C)ccc(C)c3C2)cc1OC
198261,CHEMBL1630458,1,test,O=C1NC(=O)/C(=C/c2ccc(/C=C3/NC(=O)NC3=O)cc2)N1
198262,CHEMBL1630460,1,train,c1ccc(Nc2nnc(-c3ccccc3)o2)cc1
198263,CHEMBL1630462,1,train,FC(F)(F)c1ccc(-c2nnc(Nc3ccccc3)o2)cc1
198264,CHEMBL1630464,1,train,CS(=O)(=O)c1ccc(-c2nnc(Nc3ccccc3)o2)cc1
198265,CHEMBL1630466,1,train,N#Cc1ccc(-c2nnc(Nc3ccccc3)o2)cc1
198266,CHEMBL1630467,1,train,O=[N+]([O-])c1ccc(-c2nnc(Nc3ccccc3)o2)cc1
198267,CHEMBL1630474,1,train,CSc1ccc(-c2nnc(Nc3ccc(Cl)cc3)o2)cc1
198268,CHEMBL1630475,1,train,CS(=O)(=O)c1ccc(-c2nnc(Nc3ccc(Cl)cc3)o2)cc1
198269,CHEMBL1630477,1,train,N#Cc1ccc(-c2nnc(Nc3ccc(Cl)cc3)o2)cc1
198270,CHEMBL1630478,1,train,O=[N+]([O-])c1ccc(-c2nnc(Nc3ccc(Cl)cc3)o2)cc1
198271,CHEMBL1630482,1,train,COc1ccc(Nc2nnc(-c3ccc(Cl)cc3)o2)cc1
198272,CHEMBL1630483,1,train,COc1ccc(Nc2nnc(-c3ccc(C(F)(F)F)cc3)o2)cc1
198273,CHEMBL1630484,1,train,COc1ccc(Nc2nnc(-c3ccc(C)cc3)o2)cc1
198274,CHEMBL1630486,1,train,COc1ccc(Nc2nnc(-c3ccc(S(C)(=O)=O)cc3)o2)cc1
198275,CHEMBL1630487,1,train,COc1ccc(Nc2nnc(-c3ccc(C#N)cc3)o2)cc1
198276,CHEMBL1630488,1,train,COc1ccc(Nc2nnc(-c3ccc([N+](=O)[O-])cc3)o2)cc1
198277,CHEMBL1630489,1,train,COc1ccc(Nc2nnc(-c3ccc(OC)cc3)o2)cc1
198280,CHEMBL1630490,1,train,O=[N+]([O-])c1ccc(Nc2nnc(-c3ccc([N+](=O)[O-])cc3)o2)cc1
200694,CHEMBL1642655,1,test,CC(C)(C)c1ccc(C(=O)Nc2cn3cc(-n4ccnc4)ccc3n2)cc1
204505,CHEMBL1650951,1,test,CC(C)(O)C(=O)N1CCN(c2ccc(C(F)(F)F)c(C3=C(c4c[nH]c5ccccc45)C(=O)NC3=O)c2)CC1
207593,CHEMBL1669585,1,train,O=C1OCC(Cc2ccc(O)cc2)=C1c1ccc(O)cc1
207594,CHEMBL1669586,1,train,O=C1OCC(Cc2ccc(O)c(O)c2)=C1c1ccc(O)cc1
207595,CHEMBL1669587,1,train,O=C1OCC(Cc2ccc(O)cc2)=C1c1cc(O)cc(O)c1
207596,CHEMBL1669588,1,train,O=C1OCC(Cc2ccc(O)c(O)c2)=C1c1cc(O)cc(O)c1
209312,CHEMBL1681795,1,train,CNC(=O)c1cc(-c2ccc3[nH]ncc3c2)on1
209725,CHEMBL1682335,1,train,CCCc1cn(-c2ccc3[nH]ncc3c2)nn1
209729,CHEMBL1682337,1,train,OCCCc1cn(-c2ccc3[nH]ncc3c2)nn1
209732,CHEMBL1682338,1,test,c1cc2[nH]ncc2cc1-n1cc(C2CC2)nn1
209735,CHEMBL1682339,1,test,c1cc2[nH]ncc2cc1-n1cc(C2CCCC2)nn1
209738,CHEMBL1682340,1,test,c1cc2[nH]ncc2cc1-n1cc(CC2CCCCC2)nn1
209742,CHEMBL1682341,1,test,c1ccc(Cc2cn(-c3ccc4[nH]ncc4c3)nn2)cc1
